,Location (coordinates in km as measured from the southwest corner of the city),,,,Transition matrix: ith row and jth column gives p_{ij}. So row sums are 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.833,2.167,15,12.11379485,0,0,0,0.001933326,0.015062418,0.007334396,0.014285452,0.007334396,0.003765604,0.001933326,0,0,0,0,0,0,0,0.001933326,0.003765604,0.007334396,0.014285452,0.009575825,0.014285452,0.007334396,0.003765604,0.001933326,0,0,0,0,0,0.001933326,0.003765604,0.007334396,0.014285452,0.009575825,0.004916393,0.009575825,0.014285452,0.007334396,0.003765604,0.001933326,0,0,0,0.001933326,0.003765604,0.007334396,0.014285452,0.009575825,0.004916393,0.00252416,0.004916393,0.009575825,0.014285452,0.007334396,0.003765604,0.001933326,0,0,0.003765604,0.014668792,0.014285452,0.009575825,0.004916393,0.00252416,0,0.00252416,0.01966557,0.009575825,0.014285452,0.007334396,0.003765604,0.001933326,0,0.007334396,0.014285452,0.009575825,0.004916393,0.00252416,0,0.032645996,0,0.00252416,0.009832785,0.009575825,0.05714181,0.007334396,0.003765604,0.001933326,0.003765604,0.007334396,0.014285452,0.009575825,0.004916393,0.00252416,0,0.00252416,0.004916393,0.009575825,0.014285452,0.007334396,0.007531209,0.007733303,0,0.001933326,0.003765604,0.007334396,0.014285452,0.038303301,0.004916393,0.00252416,0.004916393,0.009575825,0.014285452,0.007334396,0.003765604,0.001933326,0,0,0,0.001933326,0.007531209,0.007334396,0.014285452,0.009575825,0.004916393,0.009575825,0.014285452,0.007334396,0.003765604,0.001933326,0,0,0,0,0,0.001933326,0.003765604,0.007334396,0.014285452,0.009575825,0.014285452,0.007334396,0.003765604,0.003866652,0,0,0,0,0,0,0,0.001933326,0.003765604,0.007334396,0.014285452,0.014668792,0.003765604,0.001933326,0,0,0,0,0,0,0,0,0,0.001933326,0.003765604,0.007334396,0.003765604,0.001933326,0,0,0,0,0,0,0,0,0,0,0,0.001933326,0.015062418,0.001933326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001933326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1.833,2.500,15,11.20480002,0,0,0,0,0.00768788,0.003743487,0.007291316,0.014201545,0.007291316,0.003743487,0.00192197,0,0,0,0,0,0,0,0.00192197,0.003743487,0.007291316,0.014201545,0.00951958,0.014201545,0.007291316,0.003743487,0.00192197,0,0,0,0,0,0.00192197,0.003743487,0.007291316,0.014201545,0.00951958,0.004887515,0.00951958,0.014201545,0.007291316,0.003743487,0.00192197,0,0,0,0.00192197,0.003743487,0.007291316,0.014201545,0.00951958,0.004887515,0.002509334,0.004887515,0.00951958,0.014201545,0.007291316,0.003743487,0.00192197,0,0.00192197,0.007486973,0.007291316,0.014201545,0.00951958,0.004887515,0.005018668,0,0.010037336,0.004887515,0.00951958,0.014201545,0.007291316,0.003743487,0.00192197,0.003743487,0.007291316,0.014201545,0.00951958,0.004887515,0.002509334,0,0.032454245,0,0.005018668,0.004887515,0.03807832,0.014201545,0.007291316,0.003743487,0.00192197,0.003743487,0.007291316,0.014201545,0.00951958,0.004887515,0.002509334,0,0.002509334,0.004887515,0.00951958,0.014201545,0.014582632,0.014973946,0.00192197,0,0.00192197,0.003743487,0.007291316,0.056806179,0.00951958,0.004887515,0.002509334,0.004887515,0.00951958,0.014201545,0.007291316,0.003743487,0.00192197,0,0,0,0.00384394,0.003743487,0.007291316,0.014201545,0.00951958,0.004887515,0.00951958,0.014201545,0.007291316,0.003743487,0.00192197,0,0,0,0,0,0.00192197,0.003743487,0.007291316,0.014201545,0.00951958,0.014201545,0.007291316,0.007486973,0.00192197,0,0,0,0,0,0,0,0.00192197,0.003743487,0.007291316,0.028403089,0.007291316,0.003743487,0.00192197,0,0,0,0,0,0,0,0,0,0.00192197,0.003743487,0.007291316,0.003743487,0.00192197,0,0,0,0,0,0,0,0,0,0,0,0.00768788,0.003743487,0.00768788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1.833,2.833,15,11.40112463,0,0,0,0,0,0.002001483,0.003898356,0.007592962,0.01478907,0.007592962,0.003898356,0.004002966,0,0,0,0,0,0,0,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.01478907,0.007592962,0.003898356,0.004002966,0,0,0,0,0,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.005089714,0.00991341,0.01478907,0.007592962,0.003898356,0.002001483,0,0,0,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.005089714,0.002613147,0.005089714,0.00991341,0.01478907,0.007592962,0.003898356,0.002001483,0,0.004002966,0.003898356,0.007592962,0.01478907,0.00991341,0.010179429,0.002613147,0,0.002613147,0.005089714,0.00991341,0.01478907,0.007592962,0.003898356,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.005089714,0.002613147,0,0.033796894,0,0.002613147,0.020358858,0.00991341,0.01478907,0.007592962,0,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.005089714,0.002613147,0,0.002613147,0.005089714,0.00991341,0.02957814,0.030371847,0.003898356,0,0,0.002001483,0.003898356,0.030371847,0.01478907,0.00991341,0.005089714,0.002613147,0.005089714,0.00991341,0.01478907,0.007592962,0.003898356,0.002001483,0,0,0,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.005089714,0.00991341,0.01478907,0.007592962,0.003898356,0.002001483,0,0,0,0,0,0.002001483,0.003898356,0.007592962,0.01478907,0.00991341,0.01478907,0.015185923,0.003898356,0.002001483,0,0,0,0,0,0,0,0.002001483,0.003898356,0.015185923,0.01478907,0.007592962,0.003898356,0.002001483,0,0,0,0,0,0,0,0,0,0.002001483,0.003898356,0.007592962,0.003898356,0.002001483,0,0,0,0,0,0,0,0,0,0,0,0.002001483,0.015593426,0.002001483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002001483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1.833,3.167,30,22.47695648,0,0,0,0,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.007408709,0.007607516,0.001952915,0,0,0,0,0,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.014430196,0.007408709,0.007607516,0.001952915,0,0,0,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.004966206,0.009672849,0.014430196,0.007408709,0.003803758,0.001952915,0,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.004966206,0.002549735,0.004966206,0.009672849,0.014430196,0.007408709,0.003803758,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.019345699,0.004966206,0.010198942,0,0.002549735,0.004966206,0.009672849,0.014430196,0.007408709,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.004966206,0.002549735,0,0.065953544,0,0.010198942,0.004966206,0.009672849,0.014430196,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.004966206,0.002549735,0,0.002549735,0.004966206,0.019345699,0.057720782,0.007408709,0,0,0,0.001952915,0.015215033,0.007408709,0.014430196,0.009672849,0.004966206,0.002549735,0.004966206,0.009672849,0.014430196,0.007408709,0.003803758,0,0,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.004966206,0.009672849,0.014430196,0.007408709,0.003803758,0.001952915,0,0,0,0,0,0.001952915,0.003803758,0.007408709,0.014430196,0.009672849,0.028860391,0.007408709,0.003803758,0.001952915,0,0,0,0,0,0,0,0.001952915,0.007607516,0.007408709,0.014430196,0.007408709,0.003803758,0.001952915,0,0,0,0,0,0,0,0,0,0.001952915,0.003803758,0.007408709,0.003803758,0.001952915,0,0,0,0,0,0,0,0,0,0,0,0.007811658,0.003803758,0.001952915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001952915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1.833,3.500,15,11.54433336,0,0,0,0,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.016448601,0.004222497,0.002167902,0,0,0,0,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.010737689,0.01601875,0.016448601,0.004222497,0.002167902,0,0,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.010737689,0.005512913,0.010737689,0.01601875,0.0082243,0.004222497,0,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.010737689,0.005512913,0.002830424,0.005512913,0.010737689,0.01601875,0.0082243,0,0,0,0.002167902,0.004222497,0.0082243,0.032037499,0.010737689,0.022051653,0.002830424,0,0.002830424,0.005512913,0.010737689,0.01601875,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.010737689,0.005512913,0.002830424,0,0.036607034,0,0.002830424,0.005512913,0.010737689,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.010737689,0.005512913,0.002830424,0,0.002830424,0.011025827,0.042950756,0.01601875,0,0,0,0,0.008671608,0.004222497,0.0082243,0.01601875,0.010737689,0.005512913,0.002830424,0.005512913,0.010737689,0.01601875,0.0082243,0,0,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.010737689,0.005512913,0.010737689,0.01601875,0.0082243,0.004222497,0,0,0,0,0,0,0.002167902,0.004222497,0.0082243,0.01601875,0.021475378,0.01601875,0.0082243,0.004222497,0.002167902,0,0,0,0,0,0,0,0.004335804,0.004222497,0.0082243,0.01601875,0.0082243,0.004222497,0.002167902,0,0,0,0,0,0,0,0,0,0.002167902,0.004222497,0.0082243,0.004222497,0.002167902,0,0,0,0,0,0,0,0,0,0,0,0.002167902,0.004222497,0.002167902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002167902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1.833,3.833,60,44.8060897,0,0,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.030544716,0.00784109,0.00402575,0.002066889,0,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.030544716,0.00784109,0.00402575,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.00525604,0.010237368,0.015272358,0.00784109,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.00525604,0.002698541,0.00525604,0.010237368,0.015272358,0,0,0,0,0.002066889,0.00402575,0.01568218,0.015272358,0.040949471,0.00525604,0.002698541,0,0.002698541,0.00525604,0.010237368,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.00525604,0.005397082,0,0.139605335,0,0.002698541,0.00525604,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.00525604,0.002698541,0,0.005397082,0.021024159,0.010237368,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.00525604,0.002698541,0.00525604,0.010237368,0.015272358,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.010237368,0.00525604,0.010237368,0.015272358,0.00784109,0,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.030544716,0.010237368,0.015272358,0.00784109,0.00402575,0,0,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.015272358,0.00784109,0.00402575,0.002066889,0,0,0,0,0,0,0,0,0,0.002066889,0.00402575,0.00784109,0.00402575,0.002066889,0,0,0,0,0,0,0,0,0,0,0,0.002066889,0.00402575,0.008267556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002066889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1.833,4.167,15,11.88388692,0,0,0,0,0,0,0,0,0,0.002575001,0.005015417,0.019537395,0.019026825,0.009768697,0.005015417,0,0,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.025508124,0.019026825,0.009768697,0,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.012754062,0.006548154,0.012754062,0.019026825,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.012754062,0.006548154,0.003361934,0.006548154,0.012754062,0,0,0,0,0,0.002575001,0.010030833,0.009768697,0.076107298,0.012754062,0.006548154,0.003361934,0,0.003361934,0.006548154,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.012754062,0.013096307,0.003361934,0,0.043481272,0,0.003361934,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.012754062,0.006548154,0.003361934,0,0.013447737,0.006548154,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.012754062,0.006548154,0.003361934,0.006548154,0.012754062,0,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.012754062,0.006548154,0.012754062,0.019026825,0,0,0,0,0,0,0,0,0.002575001,0.005015417,0.019537395,0.019026825,0.012754062,0.019026825,0.009768697,0,0,0,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.019026825,0.009768697,0.005015417,0,0,0,0,0,0,0,0,0,0,0.002575001,0.005015417,0.009768697,0.005015417,0.002575001,0,0,0,0,0,0,0,0,0,0,0,0.002575001,0.020061666,0.002575001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005150001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1.833,4.500,15,11.60177089,0,0,0,0,0,0,0,0,0,0,0.002996941,0.011674487,0.011369398,0.022144563,0.011369398,0,0,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.044289126,0.014843945,0.022144563,0,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.014843945,0.007621135,0.014843945,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.014843945,0.007621135,0.003912821,0.007621135,0,0,0,0,0,0,0.005993881,0.005837243,0.045477591,0.022144563,0.014843945,0.007621135,0.003912821,0,0.003912821,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.029687889,0.007621135,0.015651285,0,0.05060612,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.014843945,0.007621135,0.007825643,0,0.003912821,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.014843945,0.007621135,0.003912821,0.007621135,0,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.014843945,0.007621135,0.014843945,0,0,0,0,0,0,0,0,0,0.002996941,0.011674487,0.011369398,0.022144563,0.014843945,0.022144563,0,0,0,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.022144563,0.011369398,0,0,0,0,0,0,0,0,0,0,0,0.002996941,0.005837243,0.011369398,0.005837243,0,0,0,0,0,0,0,0,0,0,0,0,0.011987763,0.005837243,0.005993881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005993881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1.833,4.833,15,11.66132552,0,0,0,0,0,0,0,0,0,0,0,0.006969161,0.006787036,0.013219342,0.025747762,0,0,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.026438683,0.025747762,0.017259241,0,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.025747762,0.017259241,0.00886119,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.025747762,0.017259241,0.00886119,0.004549486,0,0,0,0,0,0,0,0.003484581,0.027148145,0.013219342,0.025747762,0.017259241,0.00886119,0.004549486,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.051495523,0.017259241,0.035444759,0.004549486,0,0.058840371,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.025747762,0.017259241,0.017722379,0.018197946,0,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.025747762,0.017259241,0.00886119,0.004549486,0,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.025747762,0.017259241,0.00886119,0,0,0,0,0,0,0,0,0,0,0.006969161,0.006787036,0.013219342,0.025747762,0.017259241,0,0,0,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0.025747762,0,0,0,0,0,0,0,0,0,0,0,0,0.003484581,0.006787036,0.013219342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003484581,0.013574073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003484581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2.167,0.167,15,12.95416677,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0,0,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0,0.017119518,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0.008789453,0.017119518,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0.004512656,0.017578907,0.017119518,0.025539319,0.013112324,0.006732091,0.006912742,0,0,0,0,0,0,0,0,0,0.004512656,0.008789453,0.017119518,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0.058364026,0,0.004512656,0.008789453,0.017119518,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0.004512656,0.008789453,0.017119518,0.102157277,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0.004512656,0.008789453,0.034239035,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0.008789453,0.017119518,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0.017119518,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0.025539319,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0,0.013112324,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0,0,0.006732091,0.003456371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003456371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2.167,0.500,15,12.19217521,0.005935008,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0,0,0,0.011559817,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0,0,0.022515449,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0,0.015092557,0.007748777,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0.007748777,0.007956709,0.007748777,0.015092557,0.022515449,0.011559817,0.011870016,0.003047135,0,0,0,0,0,0,0,0.003978355,0,0.003978355,0.007748777,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0.051453691,0,0.003978355,0.007748777,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0.003978355,0,0.003978355,0.007748777,0.060370226,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0.007748777,0.003978355,0.015497554,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0.015092557,0.007748777,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0.022515449,0.015092557,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0,0.011559817,0.022515449,0.011559817,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0,0,0.005935008,0.011559817,0.005935008,0.012188538,0,0,0,0,0,0,0,0,0,0,0,0.003047135,0.005935008,0.003047135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006094269,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2.167,0.833,15,12.89888885,0.002658198,0.005177463,0.010084322,0.005177463,0.010632793,0,0,0,0,0,0,0,0,0,0,0.005177463,0.010084322,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0,0,0,0.010084322,0.019641577,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0,0,0.019641577,0.013166143,0.006759723,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0,0.013166143,0.013519446,0.003470558,0.006759723,0.013166143,0.019641577,0.020168644,0.005177463,0.010632793,0,0,0,0,0,0,0.006759723,0.003470558,0,0.003470558,0.006759723,0.013166143,0.019641577,0.010084322,0.005177463,0.005316397,0,0,0,0,0,0.003470558,0,0.044886142,0,0.003470558,0.006759723,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0.006759723,0.003470558,0,0.003470558,0.027038892,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0.013166143,0.006759723,0.006941115,0.006759723,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0.019641577,0.013166143,0.006759723,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0,0.010084322,0.019641577,0.013166143,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0,0,0.005177463,0.010084322,0.019641577,0.010084322,0.005177463,0.002658198,0,0,0,0,0,0,0,0,0,0.002658198,0.005177463,0.010084322,0.020709854,0.002658198,0,0,0,0,0,0,0,0,0,0,0,0.002658198,0.005177463,0.002658198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002658198,0,0,0,0,0,0,0,0,0,0,0,0
94,2.167,1.167,15,11.15045025,0,0.002306234,0.004491931,0.008749088,0.017967726,0.002306234,0,0,0,0,0,0,0,0,0,0.002306234,0.004491931,0.008749088,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0,0,0,0,0.004491931,0.008749088,0.017040896,0.011422854,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0,0,0,0.008749088,0.017040896,0.011422854,0.005864689,0.011422854,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0,0,0.017040896,0.022845708,0.005864689,0.003011032,0.005864689,0.011422854,0.034081792,0.008749088,0.017967726,0.002306234,0,0,0,0,0,0.011422854,0.005864689,0.003011032,0,0.003011032,0.005864689,0.011422854,0.017040896,0.008749088,0.008983863,0.002306234,0,0,0,0,0.005864689,0.003011032,0,0.038942905,0,0.003011032,0.005864689,0.011422854,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0.011422854,0.005864689,0.003011032,0,0.012044127,0.005864689,0.011422854,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0.017040896,0.011422854,0.011729378,0.003011032,0.005864689,0.011422854,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0,0.008749088,0.017040896,0.011422854,0.005864689,0.011422854,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0,0,0.004491931,0.008749088,0.017040896,0.011422854,0.017040896,0.008749088,0.004491931,0.004612469,0,0,0,0,0,0,0,0.002306234,0.004491931,0.008749088,0.017040896,0.008749088,0.004491931,0.002306234,0,0,0,0,0,0,0,0,0,0.002306234,0.004491931,0.034996351,0.004491931,0.002306234,0,0,0,0,0,0,0,0,0,0,0,0.002306234,0.004491931,0.002306234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002306234,0,0,0,0,0,0,0,0,0,0,0
95,2.167,1.500,15,11.44176502,0,0,0.002080534,0.004052326,0.031571415,0.004052326,0.002080534,0,0,0,0,0,0,0,0,0,0.002080534,0.004052326,0.007892854,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0,0,0,0,0.002080534,0.004052326,0.007892854,0.01537318,0.010304951,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0,0,0,0.004052326,0.007892854,0.01537318,0.010304951,0.005290738,0.010304951,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0,0,0.007892854,0.030746359,0.010304951,0.005290738,0.002716355,0.005290738,0.020609901,0.01537318,0.031571415,0.004052326,0.002080534,0,0,0,0,0.01537318,0.010304951,0.005290738,0.002716355,0,0.002716355,0.005290738,0.010304951,0.01537318,0.015785707,0.004052326,0.008322135,0,0,0,0.010304951,0.005290738,0.002716355,0,0.035131738,0,0.002716355,0.005290738,0.010304951,0.01537318,0.007892854,0.004052326,0.004161067,0,0,0.01537318,0.010304951,0.005290738,0.002716355,0,0.002716355,0.005290738,0.010304951,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0.007892854,0.01537318,0.020609901,0.005290738,0.002716355,0.005290738,0.010304951,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0,0.004052326,0.007892854,0.01537318,0.010304951,0.005290738,0.010304951,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0,0,0.002080534,0.004052326,0.007892854,0.01537318,0.010304951,0.01537318,0.007892854,0.008104652,0.002080534,0,0,0,0,0,0,0,0.002080534,0.004052326,0.007892854,0.01537318,0.007892854,0.004052326,0.002080534,0,0,0,0,0,0,0,0,0,0.002080534,0.016209305,0.007892854,0.004052326,0.008322135,0,0,0,0,0,0,0,0,0,0,0,0.002080534,0.004052326,0.002080534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002080534,0,0,0,0,0,0,0,0,0,0
96,2.167,1.833,15,12.49704026,0,0,0,0.001921799,0.014972613,0.007290667,0.003743153,0.001921799,0,0,0,0,0,0,0,0,0,0.001921799,0.003743153,0.007290667,0.01420028,0.007290667,0.003743153,0.001921799,0,0,0,0,0,0,0,0.001921799,0.003743153,0.007290667,0.01420028,0.009518733,0.01420028,0.007290667,0.003743153,0.001921799,0,0,0,0,0,0.001921799,0.003743153,0.007290667,0.01420028,0.009518733,0.00488708,0.009518733,0.01420028,0.007290667,0.003743153,0.001921799,0,0,0,0,0.003743153,0.014581334,0.01420028,0.009518733,0.00488708,0.002509111,0.009774161,0.009518733,0.056801121,0.007290667,0.003743153,0.001921799,0,0,0,0.007290667,0.01420028,0.009518733,0.00488708,0.002509111,0,0.002509111,0.00488708,0.009518733,0.028400561,0.007290667,0.014972613,0.001921799,0,0,0.01420028,0.009518733,0.00488708,0.002509111,0,0.032451356,0,0.002509111,0.00488708,0.009518733,0.01420028,0.007290667,0.007486307,0.007687196,0,0.007290667,0.01420028,0.009518733,0.00488708,0.010036443,0,0.002509111,0.00488708,0.009518733,0.01420028,0.007290667,0.003743153,0.001921799,0,0,0.003743153,0.007290667,0.028400561,0.009518733,0.00488708,0.002509111,0.00488708,0.009518733,0.01420028,0.007290667,0.003743153,0.001921799,0,0,0,0.001921799,0.003743153,0.007290667,0.01420028,0.009518733,0.00488708,0.009518733,0.01420028,0.007290667,0.003743153,0.003843598,0,0,0,0,0,0.001921799,0.003743153,0.007290667,0.01420028,0.009518733,0.01420028,0.014581334,0.003743153,0.001921799,0,0,0,0,0,0,0,0.001921799,0.003743153,0.007290667,0.01420028,0.007290667,0.003743153,0.001921799,0,0,0,0,0,0,0,0,0,0.007687196,0.003743153,0.007290667,0.014972613,0.001921799,0,0,0,0,0,0,0,0,0,0,0,0.001921799,0.003743153,0.001921799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001921799,0,0,0,0,0,0,0,0,0
